iter	Passed	Remaining
314	1765	3840
315	1770	3831
316	1774	3823
317	1779	3816
318	1784	3808
319	1788	3800
320	1793	3793
321	1798	3786
322	1802	3778
323	1806	3769
324	1811	3763
325	1816	3755
326	1820	3746
327	1825	3739
328	1830	3733
329	1835	3725
330	1840	3719
331	1846	3715
332	1851	3708
333	1856	3701
334	1861	3695
335	1865	3687
336	1870	3679
337	1875	3673
338	1880	3665
339	1884	3658
340	1888	3650
341	1893	3643
342	1898	3635
343	1903	3629
344	1908	3623
345	1912	3615
346	1917	3607
347	1922	3602
348	1927	3596
349	1933	3590
350	1938	3584
351	1943	3577
352	1948	3570
353	1952	3563
354	1958	3557
355	1962	3550
356	1967	3543
357	1973	3539
358	1978	3533
359	1983	3526
360	1990	3522
361	1994	3515
362	1999	3508
363	2004	3502
364	2011	3500
365	2017	3495
366	2023	3489
367	2027	3481
368	2031	3474
369	2036	3467
370	2041	3460
371	2045	3452
372	2049	3445
373	2054	3439
374	2059	3432
375	2063	3425
376	2069	3420
377	2074	3412
378	2078	3405
379	2084	3400
380	2089	3394
381	2094	3388
382	2100	3383
383	2105	3377
384	2110	3370
385	2115	3364
386	2120	3358
387	2124	3351
388	2129	3344
389	2134	3338
390	2139	3332
391	2144	3326
392	2150	3321
393	2155	3314
394	2159	3308
395	2164	3301
396	2169	3295
397	2174	3288
398	2179	3283
399	2184	3277
400	2189	3270
401	2194	3264
402	2199	3258
403	2204	3252
404	2209	3246
405	2215	3240
406	2220	3235
407	2224	3228
408	2230	3223
409	2235	3216
410	2240	3210
411	2245	3204
412	2250	3198
413	2255	3192
414	2260	3186
415	2265	3180
416	2270	3174
417	2275	3168
418	2280	3162
419	2285	3156
420	2290	3150
421	2295	3144
422	2300	3138
423	2305	3132
424	2311	3127
425	2316	3120
426	2321	3114
427	2327	3109
428	2332	3105
429	2337	3098
430	2342	3092
431	2347	3086
432	2351	3079
433	2356	3073
434	2362	3068
435	2366	3061
436	2372	3056
437	2377	3051
438	2383	3045
439	2391	3044
440	2398	3039
441	2404	3035
442	2411	3032
443	2417	3026
444	2423	3022
445	2429	3018
446	2435	3013
447	2441	3008
448	2447	3002
449	2452	2997
450	2457	2991
451	2463	2986
452	2468	2981
453	2473	2975
454	2478	2969
455	2484	2964
456	2490	2958
457	2495	2952
458	2501	2948
459	2506	2942
460	2511	2936
461	2517	2931
462	2524	2927
463	2529	2921
464	2534	2915
465	2538	2909
466	2544	2904
467	2550	2899
468	2555	2893
469	2560	2887
470	2565	2881
471	2570	2875
472	2574	2868
473	2579	2862
474	2585	2857
475	2590	2851
476	2594	2844
477	2599	2838
478	2604	2832
479	2608	2825
480	2613	2820
481	2618	2814
482	2623	2807
483	2627	2801
484	2632	2795
485	2636	2788
486	2641	2782
487	2646	2776
488	2652	2771
489	2656	2765
490	2661	2759
491	2666	2753
492	2671	2747
493	2676	2741
494	2682	2736
495	2686	2730
496	2691	2723
497	2696	2718
498	2701	2712
499	2706	2706
500	2711	2700
501	2715	2694
502	2720	2688
503	2726	2682
504	2731	2677
505	2735	2670
506	2740	2664
507	2745	2658
508	2749	2652
509	2753	2645
510	2758	2639
511	2763	2634
512	2768	2627
513	2772	2621
514	2777	2616
515	2782	2609
516	2786	2603
517	2792	2598
518	2796	2592
519	2801	2585
520	2805	2579
521	2810	2573
522	2815	2567
523	2820	2562
524	2826	2557
525	2831	2551
526	2835	2545
527	2841	2539
528	2845	2533
529	2850	2527
530	2855	2521
531	2859	2515
532	2864	2509
533	2868	2503
534	2873	2497
535	2878	2491
536	2882	2485
537	2887	2479
538	2892	2473
539	2896	2467
540	2901	2461
541	2906	2455
542	2910	2449
543	2915	2443
544	2920	2438
545	2925	2432
546	2929	2426
547	2934	2420
548	2939	2414
549	2943	2408
550	2948	2402
551	2953	2397
552	2958	2391
553	2963	2386
554	2968	2380
555	2973	2374
556	2978	2368
557	2982	2362
558	2987	2357
559	2992	2351
560	2997	2345
561	3003	2340
562	3007	2334
563	3011	2328
564	3017	2322
565	3021	2317
566	3026	2310
567	3030	2305
568	3036	2299
569	3040	2293
570	3045	2287
571	3050	2282
572	3054	2276
573	3059	2270
574	3064	2264
575	3068	2258
576	3073	2252
577	3077	2246
578	3082	2241
579	3087	2235
580	3091	2229
581	3096	2223
582	3101	2218
583	3105	2212
584	3110	2206
585	3115	2201
586	3120	2195
587	3125	2190
588	3131	2184
589	3136	2179
590	3140	2173
591	3145	2168
592	3151	2162
593	3155	2157
594	3160	2151
595	3165	2146
596	3170	2140
597	3174	2134
598	3179	2128
599	3184	2122
600	3189	2117
601	3193	2111
602	3198	2105
603	3202	2099
604	3207	2094
605	3212	2088
606	3216	2082
607	3221	2076
608	3226	2071
609	3230	2065
610	3235	2060
611	3240	2054
612	3245	2048
613	3250	2043
614	3254	2037
615	3259	2031
616	3263	2026
617	3268	2020
618	3272	2014
619	3277	2008
620	3282	2003
621	3286	1997
622	3291	1991
623	3296	1986
624	3301	1980
625	3307	1975
626	3311	1970
627	3316	1964
628	3320	1958
629	3325	1953
630	3330	1947
631	3334	1941
632	3340	1936
633	3345	1931
634	3349	1925
635	3354	1920
636	3359	1914
637	3364	1908
638	3368	1902
639	3374	1897
640	3378	1892
641	3382	1886
642	3388	1881
643	3392	1875
644	3397	1869
645	3402	1864
646	3407	1858
647	3411	1853
648	3415	1847
649	3421	1842
650	3425	1836
651	3430	1830
652	3435	1825
653	3440	1820
654	3445	1814
655	3451	1810
656	3456	1804
657	3461	1799
658	3466	1793
659	3471	1788
660	3475	1782
661	3480	1777
662	3486	1771
663	3490	1766
664	3495	1760
665	3501	1755
666	3505	1750
667	3510	1744
668	3515	1739
669	3519	1733
670	3524	1728
671	3528	1722
672	3533	1717
673	3538	1711
674	3542	1705
675	3547	1700
676	3552	1694
677	3557	1689
678	3561	1683
679	3566	1678
680	3571	1672
681	3575	1667
682	3580	1661
683	3585	1656
684	3589	1650
685	3594	1645
686	3599	1640
687	3604	1634
688	3609	1629
689	3614	1624
690	3620	1619
691	3624	1613
692	3630	1608
693	3634	1602
694	3638	1596
695	3643	1591
696	3648	1586
697	3653	1580
698	3657	1575
699	3663	1569
700	3667	1564
701	3671	1558
702	3677	1553
703	3681	1547
704	3686	1542
705	3690	1536
706	3695	1531
707	3699	1525
708	3704	1520
709	3709	1515
710	3714	1509
711	3718	1504
712	3722	1498
713	3727	1493
714	3731	1487
715	3736	1482
716	3741	1476
717	3746	1471
718	3751	1466
719	3756	1460
720	3760	1455
721	3765	1449
722	3770	1444
723	3775	1439
724	3780	1433
725	3784	1428
726	3790	1423
727	3794	1417
728	3799	1412
729	3804	1407
730	3809	1401
731	3813	1396
732	3818	1390
733	3822	1385
734	3827	1379
735	3831	1374
736	3836	1369
737	3840	1363
738	3845	1358
739	3849	1352
740	3854	1347
741	3859	1342
742	3864	1336
743	3868	1331
744	3873	1325
745	3879	1320
746	3883	1315
747	3888	1310
748	3892	1304
749	3897	1299
750	3902	1293
751	3906	1288
752	3910	1282
753	3914	1277
754	3919	1272
755	3924	1266
756	3928	1261
757	3933	1255
758	3939	1250
759	3944	1245
760	3950	1240
761	3954	1235
762	3959	1229
763	3964	1224
764	3968	1219
765	3973	1213
766	3978	1208
767	3982	1203
768	3987	1197
769	3991	1192
770	3996	1187
771	4001	1181
772	4005	1176
773	4010	1171
774	4015	1165
775	4019	1160
776	4024	1155
777	4029	1149
778	4033	1144
779	4038	1139
780	4044	1134
781	4049	1128
782	4053	1123
783	4058	1118
784	4062	1112
785	4067	1107
786	4071	1101
787	4076	1096
788	4081	1091
789	4086	1086
790	4091	1080
791	4095	1075
792	4100	1070
793	4104	1064
794	4109	1059
795	4114	1054
796	4120	1049
797	4124	1044
798	4129	1038
799	4133	1033
800	4139	1028
801	4144	1023
802	4148	1017
803	4153	1012
804	4158	1007
805	4163	1002
806	4167	996
807	4173	991
808	4177	986
809	4182	981
810	4187	975
811	4192	970
812	4196	965
813	4201	959
814	4206	954
815	4210	949
816	4215	944
817	4220	939
818	4225	933
819	4230	928
820	4235	923
821	4239	918
822	4244	912
823	4250	907
824	4255	902
825	4259	897
826	4264	892
827	4271	887
828	4275	882
829	4280	876
830	4298	874
831	4304	869
832	4309	863
833	4313	858
834	4319	853
835	4323	848
836	4328	842
837	4333	837
838	4337	832
839	4342	827
840	4347	821
841	4352	816
842	4357	811
843	4361	806
844	4367	801
845	4371	795
846	4376	790
847	4381	785
848	4385	780
849	4390	774
850	4395	769
851	4399	764
852	4404	759
853	4409	753
854	4414	748
855	4419	743
856	4425	738
857	4430	733
858	4435	728
859	4441	723
860	4446	717
861	4451	712
862	4455	707
863	4461	702
864	4466	697
865	4470	691
866	4475	686
867	4480	681
868	4484	676
869	4489	670
870	4494	665
871	4498	660
872	4503	655
873	4509	650
874	4513	644
875	4518	639
876	4522	634
877	4528	629
878	4532	623
879	4536	618
880	4542	613
881	4546	608
882	4551	603
883	4555	597
884	4560	592
885	4565	587
886	4570	582
887	4575	577
888	4580	571
889	4584	566
890	4589	561
891	4594	556
892	4599	551
893	4603	545
894	4608	540
895	4614	535
896	4618	530
897	4623	525
898	4628	519
899	4632	514
900	4637	509
901	4642	504
902	4646	499
903	4651	493
904	4656	488
905	4661	483
906	4665	478
907	4671	473
908	4675	468
909	4680	462
910	4685	457
911	4689	452
912	4694	447
913	4698	442
914	4703	436
915	4708	431
916	4712	426
917	4717	421
918	4722	416
919	4726	411
920	4731	405
921	4736	400
922	4740	395
923	4745	390
924	4750	385
925	4755	380
926	4759	374
927	4764	369
928	4769	364
929	4774	359
930	4778	354
931	4783	349
932	4788	343
933	4792	338
934	4797	333
935	4802	328
936	4806	323
937	4811	317
938	4816	312
939	4820	307
940	4825	302
941	4830	297
942	4834	292
943	4839	287
944	4843	281
945	4848	276
946	4853	271
947	4857	266
948	4862	261
949	4867	256
950	4871	251
951	4876	245
952	4882	240
953	4887	235
954	4892	230
955	4897	225
956	4903	220
957	4908	215
958	4914	210
959	4919	204
960	4924	199
961	4931	194
962	4936	189
963	4942	184
964	4947	179
965	4951	174
966	4957	169
967	4963	164
968	4968	158
969	4974	153
970	4980	148
971	4985	143
972	4992	138
973	4997	133
974	5002	128
975	5009	123
976	5014	118
977	5019	112
978	5026	107
979	5031	102
980	5036	97
981	5042	92
982	5048	87
983	5052	82
984	5058	77
985	5063	71
986	5067	66
987	5073	61
988	5079	56
989	5084	51
990	5090	46
991	5095	41
992	5100	35
993	5105	30
994	5110	25
995	5115	20
996	5121	15
997	5126	10
998	5131	5
999	5137	0
