iter	Logloss
216	0.4973968401
217	0.4972419645
218	0.4971270115
219	0.4970229437
220	0.4968749163
221	0.4967914826
222	0.4966858
223	0.4965679761
224	0.4964043684
225	0.4963396849
226	0.4962323874
227	0.4961075659
228	0.4959645923
229	0.4958672531
230	0.4957456612
231	0.4957006848
232	0.4955790032
233	0.4954497857
234	0.4954187747
235	0.4953326497
236	0.4951749631
237	0.495093234
238	0.4949306131
239	0.4948152115
240	0.4947228065
241	0.4946388346
242	0.4945559392
243	0.4944757352
244	0.4942663736
245	0.494264041
246	0.4941091654
247	0.4940562643
248	0.493979619
249	0.4939229499
250	0.4938188522
251	0.4936942699
252	0.4935861949
253	0.4934330239
254	0.4934108347
255	0.4933088603
256	0.4932038056
257	0.4930353833
258	0.4929817944
259	0.4928581989
260	0.4927927379
261	0.4927196512
262	0.4925652541
263	0.4924579267
264	0.4923444988
265	0.4922268245
266	0.4921219194
267	0.4920482944
268	0.4919277791
269	0.4918115402
270	0.4917193744
271	0.4916272086
272	0.4915554676
273	0.4914511905
274	0.4913682952
275	0.4912659618
276	0.4911796275
277	0.4910811518
278	0.4910343811
279	0.4909574069
280	0.4908527709
281	0.490687967
282	0.4904216073
283	0.490167957
284	0.4900472324
285	0.4899187027
286	0.4898168479
287	0.4897245924
288	0.4896385271
289	0.4895188791
290	0.4893821855
291	0.489326264
292	0.4892183983
293	0.4890933376
294	0.4890334388
295	0.4888952798
296	0.488757719
297	0.4886496141
298	0.4885754508
299	0.4884793675
300	0.4883190493
301	0.4881940783
302	0.4881072056
303	0.4879654581
304	0.4878446737
305	0.4877407554
306	0.4876845947
307	0.4876088465
308	0.4874574997
309	0.4873302858
310	0.4873125823
311	0.487126277
312	0.4869972689
313	0.4869143735
314	0.4868112029
315	0.4867411963
316	0.4866732233
317	0.4866039644
318	0.4864445733
319	0.4863595248
320	0.4861991168
321	0.4860442712
322	0.4859757898
323	0.4858118531
324	0.4856857756
325	0.4855647818
326	0.4855368809
327	0.4854459412
328	0.4853075729
329	0.4852083796
330	0.4850798499
331	0.4849933361
332	0.4848698902
333	0.4847860677
334	0.4846336144
335	0.4845473099
336	0.4844416871
337	0.484323624
338	0.484204275
339	0.4840843877
340	0.4839047811
341	0.4838358212
342	0.4837710779
343	0.4836255325
344	0.4834990364
345	0.4834152139
346	0.4833425758
347	0.4832715825
348	0.4831680231
349	0.4830516944
350	0.4829501685
351	0.4826820146
352	0.4825860509
353	0.4824605117
354	0.4823175381
355	0.4822260003
356	0.4821742954
357	0.482080425
358	0.4819754302
359	0.4818645442
360	0.4817903809
361	0.4816353857
362	0.4815446554
363	0.4814660662
364	0.4812973449
365	0.4812097246
366	0.4810609794
367	0.480914836
368	0.4808364263
369	0.4806584943
370	0.4805255088
371	0.4804598085
372	0.4803321461
373	0.4801996391
374	0.4799209886
375	0.4798031349
376	0.4796435643
377	0.479557499
378	0.4793732572
379	0.4792767552
380	0.4792098887
381	0.4790906593
382	0.4789454728
383	0.4787799213
384	0.4787036049
385	0.4786297407
386	0.478480218
387	0.4781545576
388	0.4780103879
389	0.4778637061
390	0.4777724375
391	0.4776315871
392	0.4775390625
393	0.4774085591
394	0.4773024578
395	0.4771942632
396	0.4770844538
397	0.4769889387
398	0.4768569999
399	0.4767643257
400	0.4765292462
401	0.4764283483
402	0.4763590894
403	0.4762174615
404	0.4760851937
405	0.4760023582
406	0.4758956887
407	0.4755806743
408	0.4754129398
409	0.4753071973
410	0.4752221787
411	0.4749083904
412	0.4748223551
413	0.474697085
414	0.4745428075
415	0.4744107491
416	0.4742741452
417	0.4741712138
418	0.4740792573
419	0.4736531177
420	0.4735073032
421	0.4734160644
422	0.4731779645
423	0.4730253916
424	0.472829158
425	0.4727072372
426	0.4726423743
427	0.4725599873
428	0.4724583119
429	0.4723402787
430	0.4722095361
431	0.4720577406
432	0.4719648571
433	0.4718881819
434	0.4716536706
435	0.4715697883
436	0.4711091688
437	0.4709959801
438	0.4708684672
439	0.4707629341
440	0.4705636502
441	0.4704427163
442	0.4703216328
443	0.4701983963
444	0.4700810509
445	0.4699741122
446	0.4698457919
447	0.4695770099
448	0.4694516501
449	0.4693354411
450	0.4692573005
451	0.4691500031
452	0.4690447391
453	0.4688641755
454	0.4687875003
455	0.4686616022
456	0.4685153391
457	0.4684532872
458	0.4683285853
459	0.4681923402
460	0.4680749948
461	0.4679699402
462	0.4678529836
463	0.4677205065
464	0.4676390465
465	0.4675806131
466	0.4674005279
467	0.4673419151
468	0.4672553115
469	0.467169007
470	0.466912785
471	0.4668051586
472	0.4665906234
473	0.4664294081
474	0.4663001308
475	0.4662178634
476	0.4659172331
477	0.46579917
478	0.4657605931
479	0.4656414236
480	0.4655298198
481	0.4653250934
482	0.4652443811
483	0.4651291589
484	0.4649904018
485	0.4649021835
486	0.464794886
487	0.4647107047
488	0.4646073247
489	0.4645523901
490	0.4644722161
491	0.4642799
492	0.4641900369
493	0.464065933
494	0.4639669191
495	0.4638381502
496	0.463743622
497	0.4636294464
498	0.463251812
499	0.4631542036
500	0.4630708895
501	0.4629254638
502	0.4627546491
503	0.4626372439
504	0.4624193295
505	0.4623357464
506	0.4622540771
507	0.4621536277
508	0.4620271016
509	0.4619103842
510	0.4617157655
511	0.4616146882
512	0.4615026957
513	0.4614024557
514	0.4613079574
515	0.4611980582
516	0.4610189001
517	0.4607362425
518	0.4606234725
519	0.4605663548
520	0.4604420417
521	0.4601907239
522	0.4601065128
523	0.4599827379
524	0.4597001101
525	0.4595987338
526	0.4595013646
527	0.4593864116
528	0.4593027985
529	0.459201452
530	0.4591056678
531	0.4590018692
532	0.4588966949
533	0.4587454976
534	0.4586775545
535	0.4585557234
536	0.4584414283
537	0.4583615832
538	0.4582758768
539	0.4580631957
540	0.4579545824
541	0.4578487802
542	0.4577901374
543	0.4576483899
544	0.4575267681
545	0.4573941116
546	0.4572924063
547	0.4571469806
548	0.4569878884
549	0.4568685095
550	0.4567591187
551	0.4566768813
552	0.4565700922
553	0.4564769096
554	0.4564099833
555	0.4560859078
556	0.4559759489
557	0.455901666
558	0.4558353078
559	0.4557692188
560	0.4556329139
561	0.4555721479
562	0.4554688876
563	0.455393558
564	0.4552748968
565	0.4551923005
566	0.4550729814
567	0.4547363162
568	0.4546313512
569	0.4545304533
570	0.4544192384
571	0.4543667559
572	0.4542098468
573	0.4541202528
574	0.4540434281
575	0.4538065244
576	0.4537331386
577	0.4536103805
578	0.4534663304
579	0.4533767962
580	0.4532404016
581	0.4531843605
582	0.4530396226
583	0.4529569066
584	0.4528383351
585	0.4527772103
586	0.4526633338
587	0.4525784647
588	0.4525085778
589	0.4524310952
590	0.452371645
591	0.4523247546
592	0.452212493
593	0.452101308
594	0.4519670366
595	0.4518731064
596	0.4518076753
597	0.4516842294
598	0.4515544736
599	0.4514480733
600	0.4513452615
601	0.4512292319
602	0.4509290203
603	0.4508594922
604	0.4507829366
605	0.4506643053
606	0.4505379587
607	0.4503453136
608	0.4502784471
609	0.4501553899
610	0.4499478824
611	0.4498304772
612	0.449788551
613	0.4496959367
614	0.4495834358
615	0.4494873525
616	0.4494131295
617	0.4492444679
618	0.449180532
619	0.4490795743
620	0.4489760448
621	0.4488813072
622	0.4487785253
623	0.4486389609
624	0.4485344146
625	0.4483949997
626	0.4483430256
627	0.4480710438
628	0.4479630586
629	0.4478556116
630	0.4477479852
631	0.4476213095
632	0.447470172
633	0.4472088064
634	0.4471141585
635	0.4469969028
636	0.4468876317
637	0.4467894252
638	0.4466979771
639	0.4466169059
640	0.4465202545
641	0.4463853252
642	0.4461913943
643	0.4460487198
644	0.445907989
645	0.4457953386
646	0.4456249426
647	0.4454893255
648	0.4454018548
649	0.4452218294
650	0.4451267928
651	0.4450147405
652	0.4448995782
653	0.4447872567
654	0.4447035839
655	0.4446044204
656	0.4444909327
657	0.4444088448
658	0.4443259793
659	0.4442069891
660	0.4441083939
661	0.4440024421
662	0.4438882965
663	0.4438087504
664	0.4437035164
665	0.4436193052
666	0.4435381443
667	0.4434976835
668	0.4434479223
669	0.4433038722
670	0.4431759107
671	0.4429644856
672	0.4428819491
673	0.4428060514
674	0.4426773722
675	0.4426015642
676	0.4424896016
677	0.4423872982
678	0.4422313759
679	0.4420941141
680	0.4419181558
681	0.4418236575
682	0.441746743
683	0.441608614
684	0.4415209339
685	0.4414636069
686	0.4412971583
687	0.4411811586
688	0.4410881854
689	0.4410292435
690	0.4409413541
691	0.4408778668
692	0.4407986497
693	0.4406547191
694	0.4405868657
695	0.4404823793
696	0.4404042088
697	0.4403251412
698	0.4402198773
699	0.4401004685
700	0.440014164
701	0.439922387
702	0.4398133849
703	0.4397428999
704	0.4396300701
705	0.4395451114
706	0.4394927784
707	0.4394045002
708	0.4393289614
709	0.4392263888
710	0.4391551861
711	0.4390052149
712	0.4389128099
713	0.4388196572
714	0.4387459126
715	0.4385889437
716	0.4385148403
717	0.4384465084
718	0.4383206702
719	0.4382425296
720	0.4380271571
721	0.4379390584
722	0.4378401342
723	0.437758734
724	0.4377018556
725	0.4376021539
726	0.4375091508
727	0.4373807108
728	0.4372792148
729	0.4371504758
730	0.4370695541
731	0.4369467661
732	0.4368196718
733	0.436797064
734	0.436720628
735	0.4366351309
736	0.4365643469
737	0.4364852793
738	0.4364056435
739	0.4363151524
740	0.4361997209
741	0.436160546
742	0.4360762451
743	0.4359919442
744	0.4359116505
745	0.435802499
746	0.4357144002
747	0.435553753
748	0.4354722333
749	0.4353485481
750	0.4352316214
751	0.4351703769
752	0.4351374819
753	0.4349942093
754	0.4349371215
755	0.4348939992
756	0.4348175034
757	0.4347476763
758	0.4346756064
759	0.4345979742
760	0.4344481824
761	0.4343523383
762	0.4342977327
763	0.4342327202
764	0.4341511705
765	0.434005685
766	0.4339658222
767	0.4338663298
768	0.4337761976
769	0.4336615137
770	0.4336226378
771	0.4335095388
772	0.4334508063
773	0.4333132156
774	0.433213783
775	0.4331196435
776	0.4329965564
777	0.4329281349
778	0.432856364
779	0.4328156639
780	0.4327899759
781	0.432717278
782	0.4325867447
783	0.4324953564
784	0.4324649734
785	0.4323522333
786	0.4322454143
787	0.4322258268
788	0.4321764545
789	0.4321359637
790	0.4320794741
791	0.4319670928
792	0.4318832106
793	0.4317856321
794	0.4317094652
795	0.4316113186
796	0.4314624538
797	0.4313896063
798	0.4312905027
799	0.4312266266
800	0.4311610759
801	0.4310654711
802	0.4309901715
803	0.4309104161
804	0.4308528797
805	0.4307541051
806	0.4306863115
807	0.4305679792
808	0.4305246177
809	0.4304202807
810	0.4303635817
811	0.4302756624
812	0.4301904345
813	0.4300963249
814	0.4300044582
815	0.4298877109
816	0.4298293073
817	0.4296845694
818	0.4295585815
819	0.4295216794
820	0.4294468283
821	0.4293111215
822	0.4291963778
823	0.4290943136
824	0.4290171001
825	0.4288641085
826	0.4288114765
827	0.428692935
828	0.4286111162
829	0.4285519351
830	0.4284914382
831	0.4284231961
832	0.4283731957
833	0.4282273812
834	0.4281412561
835	0.4280331512
836	0.427969305
837	0.4278766907
838	0.4278036339
839	0.4277193629
840	0.427634135
841	0.4275703785
842	0.4275101508
843	0.4274613466
844	0.4273384988
845	0.4272576967
846	0.4272015958
847	0.4271026716
848	0.4270186997
849	0.4269271021
850	0.4268143321
851	0.426696568
852	0.4266713884
853	0.4265731819
854	0.4265062256
855	0.4263875645
856	0.4263081679
857	0.4262331673
858	0.4261781729
859	0.4260009885
860	0.4259107964
861	0.4258427636
862	0.4257924941
863	0.4257241024
864	0.4256789167
865	0.4255695558
866	0.4255226954
867	0.4254887537
868	0.4254106132
869	0.4253218864
870	0.4252600738
871	0.4251665922
872	0.4250841155
873	0.4249738276
874	0.4248430849
875	0.424758156
876	0.4246398238
877	0.4245579751
878	0.4244826157
879	0.4244112634
880	0.4243032483
881	0.4242167045
882	0.4241404779
883	0.4240628756
884	0.4239745077
885	0.4239078804
886	0.4238507029
887	0.4237446913
888	0.4236754324
889	0.4236350613
890	0.4235417293
891	0.4233640066
892	0.4233153818
893	0.4232431923
894	0.4231776416
895	0.4231218696
896	0.4230492913
897	0.4229921437
898	0.4229387641
899	0.4228333506
900	0.422745222
901	0.4226911845
902	0.422616154
903	0.4225346342
904	0.4224824209
905	0.4224117864
906	0.4223408828
907	0.4222149847
908	0.4221355582
909	0.4220462334
910	0.4219536489
911	0.4218728469
912	0.4217959025
913	0.421713994
914	0.4215956916
915	0.4214752661
916	0.4214161448
917	0.42132368
918	0.4212455693
919	0.4212189244
920	0.4211352216
921	0.4210447305
922	0.4210051967
923	0.4209496042
924	0.4209313923
925	0.4208446691
926	0.4207866244
927	0.420689973
928	0.4206104867
929	0.4205161678
930	0.4203883259
931	0.4203312083
932	0.4201923914
933	0.4201357821
934	0.4200928691
935	0.419971696
936	0.419894931
937	0.4198361686
938	0.419749894
939	0.41964152
940	0.4195503411
941	0.4195036302
942	0.4194049751
943	0.4193440297
944	0.4192463914
945	0.419187001
946	0.4191184598
947	0.4190185188
948	0.4189325732
949	0.4188465378
950	0.4187438157
951	0.418668546
952	0.4185750645
953	0.4185185748
954	0.4184251231
955	0.4183366954
956	0.4182417485
957	0.4181721008
958	0.4181479978
959	0.4181121422
960	0.418049253
961	0.4179368419
962	0.4178896226
963	0.4178148912
964	0.4177104346
965	0.4176277785
966	0.4175170719
967	0.417461898
968	0.4174103725
969	0.4173246063
970	0.4172574407
971	0.4171868959
972	0.417153672
973	0.4170652443
974	0.4170149449
975	0.4169007394
976	0.4168635083
977	0.4167513364
978	0.4166743322
979	0.4165653601
980	0.4164734036
981	0.4163772904
982	0.4163263929
983	0.4162781868
984	0.4162225345
985	0.4161764516
986	0.4160875155
987	0.4160417915
988	0.4160021082
989	0.4159061744
990	0.4158544097
991	0.4157817715
992	0.4157273752
993	0.4156277632
994	0.4155663393
995	0.4155171762
996	0.4154462127
997	0.4153718701
998	0.4153134067
999	0.4152760559
